Year,Rk,TeamName,Seed,AdjEM,AdjO,AdjD,AdjT,SOS-AdjEM,SOS-OppO,SOS-OppD,NCSOS-AdjEM,Tempo-Adj,Avg. Poss Length-Offense,Avg. Poss Length-Defense,Off. Efficiency-Adj,Off. Efficiency-Raw,Def. Efficiency-Adj,Def. Efficiency-Raw,Off-eFG%,Off-TO%,Off-OR%,Off-FTRate,Def-eFG%,Def-TO%,Def-OR%,Def-FTRate,AvgHgt,Experience,Bench,Continuity,Off-FT,Off-2P,Off-3P,Def-FT,Def-2P,Def-3P
2012,12,Memphis,8,21.9,114.2,92.3,67.5,5.1,104.9,99.8,6.96,67.5,16.5,19,114.2,108.4,92.3,91.3,54,18.5,29.8,41.3,43.4,20.4,31.2,38.3,77.3,1.48,30.2,72.7,21.5,57.2,21.2,23.5,51,25.5
2012,22,Michigan,4,17.52,114.3,96.8,60.1,10.65,109,98.3,-0.11,60.1,19.2,19.9,114.3,106.7,96.8,100.1,53.4,17.5,28,28.6,49,19.9,29.9,30.2,76.5,2.23,16.7,76.6,16.3,47.3,36.5,18.1,52.7,29.2
2012,3,Michigan State,1,27.87,114.7,86.9,64.3,10.21,108.6,98.4,-1.07,64.3,17.8,19.1,114.7,108.2,86.9,90.1,52.7,19.6,35.8,37.8,43.3,19.2,26,34.3,76.9,1.6,32.3,39.9,20,57.3,22.6,21.8,48.9,29.2
2012,7,Missouri,2,25.28,125.1,99.8,65.4,5.8,105.7,99.9,-6.18,65.4,17.5,18.4,125.1,119.9,99.8,98.7,58,15.3,29.7,37.5,50.1,21.4,31.7,27.3,75.5,1.97,21.1,64.7,19.9,48.9,31.2,15.6,55.8,28.7
2012,104,Montana,13,6.76,103.7,96.9,64.2,-5.3,102.5,107.8,-0.72,64.2,17.9,18.2,103.7,105.4,96.9,93.8,52.5,18.4,26.9,39.6,45.3,21.9,31.4,39.1,77.2,1.76,22.3,72.5,21.3,51.8,26.8,23.2,51.9,24.9
2012,35,Murray State,6,15.34,108.5,93.2,65,-2.34,102.9,105.2,3.63,65,18.5,17.6,108.5,108.5,93.2,91.4,53.5,20.7,34,45.3,45.6,24,33.7,34.7,75.4,2.05,30.1,52.2,23.4,46.9,29.7,20.3,59,20.8
2012,20,New Mexico,5,19.45,110.8,91.4,65.5,2.65,103.9,101.3,-4.16,65.5,17.9,18.2,110.8,107.3,91.4,89.3,52.8,19.9,33.4,38.8,44.4,21,27,31.5,77.1,1.56,34.7,66.5,20.8,47.7,31.6,19.4,50.1,30.5
2012,65,New Mexico State,13,11.22,109.3,98.1,69.4,-0.88,103.4,104.3,-0.87,69.4,16.4,17.6,109.3,108,98.1,96,51,20.7,40.4,51.9,48.3,20.2,28.9,32.8,77.4,2.41,24.1,59,25.3,56.9,17.7,18.4,55.8,25.8
2012,183,Norfolk State,15,-1.82,100.9,102.7,66.6,-6.31,100.3,106.6,1.39,66.6,17.4,17.9,100.9,100,102.7,97.8,49.4,21,33,42.4,46.4,19.4,32.4,37.3,77.9,1.72,33,56.4,22.1,54.4,23.5,21.3,52.3,26.4
2012,6,North Carolina,1,25.44,116.1,90.7,70.9,7.41,107.2,99.8,1.89,70.9,14.5,18.6,116.1,110.3,90.7,91.5,49.8,16.3,39.4,37.3,45,18.2,26.4,21.8,79.2,1.47,27.3,70.2,20.3,60.8,18.8,14.1,53.5,32.4
2012,43,North Carolina State,11,14.22,112.1,97.9,67,6.22,105.9,99.7,1.18,67,16.9,18.6,112.1,106.4,97.9,98.5,50.4,18.6,35.3,36.3,47.1,18.4,30.3,32.1,77.7,2.2,20.7,66.4,20.2,57.8,22,19.5,52.2,28.3
2012,42,Notre Dame,7,14.22,110.9,96.7,60.2,6.94,106.4,99.4,-4.28,60.2,20.2,18.7,110.9,104.9,96.7,97.6,49.5,16,29.9,37.4,45.8,17.2,31.2,25.6,77.7,0.98,19.8,36.2,21,49.6,29.4,16.5,59.4,24
2012,57,Ohio,13,11.88,106.6,94.7,66,0.8,103.6,102.8,-2.97,66,17.4,18.4,106.6,103.4,94.7,93,48.9,19.3,33.5,36.3,47.1,26.2,33.9,42.5,76,1.52,30.9,62.2,20.4,47.8,31.8,24.4,50,25.7
2012,2,Ohio State,2,30.07,118.1,88.1,66.9,10.1,108.9,98.8,-3.34,66.9,17.3,18.5,118.1,110.8,88.1,89.3,52.1,17.4,35.5,38.1,46.4,22.3,24.5,29.1,77.7,1.66,23.5,55.9,20.6,58.9,20.5,18,52,30.1
2012,30,Purdue,10,16.25,116.2,99.9,64.3,8.81,108.4,99.6,-2.64,64.3,18.7,18.3,116.2,109.9,99.9,101.1,51.1,13.5,30.3,34.1,49.9,19.3,30.6,33.8,76.2,1.92,33.5,58.2,18,48.1,33.9,19.1,52.8,28.1
2012,14,Saint Louis,9,21.2,111.9,90.7,61.9,4.36,105,100.6,-2.55,61.9,19.6,18.2,111.9,107.4,90.7,89.5,51.8,17.7,30.7,35.5,45.1,22.8,27.2,37.2,75.9,2.25,33.2,73.1,19.8,49.2,31,22.9,56.4,20.7
2012,34,Saint Mary's,7,15.48,114.3,98.8,63.4,0.17,104.1,103.9,-2.17,63.4,18.3,18.8,114.3,112.4,98.8,96.8,53.3,18,35.7,38.9,48.4,18.2,25.3,29.1,77.4,2.21,25.1,61.9,21.1,50,28.9,16.9,57.8,25.3
2012,66,San Diego State,6,11.16,107,95.8,65.8,3.33,104.8,101.5,-3.76,65.8,17.7,18.4,107,102.7,95.8,94.7,50.1,18.6,29.7,35.8,47,18.6,26.4,28.8,77.1,1.47,28.1,29.4,20.1,55.6,24.3,17.7,50.9,31.4
2012,61,South Dakota State,14,11.62,113.7,102.1,64.8,-1.92,103.2,105.1,2.04,64.8,16.8,19.4,113.7,112.9,102.1,99,53.7,15.7,29.4,39.6,50,19.1,27.7,29.8,77.2,1.6,27.9,66.6,21.1,46.4,32.5,17,57.2,25.8
2012,48,South Florida,12,13.13,103.9,90.8,58.5,8.17,107.2,99,1.27,58.5,21.8,18.5,103.9,97.4,90.8,94.1,48.3,22.4,33.4,34.1,44.1,18.5,30,32.3,77.9,1.22,30.9,46.1,20,56.4,23.6,20.6,52.7,26.8
2012,68,Southern Miss,9,10.83,111.2,100.4,63.8,4.41,104.7,100.3,2.32,63.8,19.9,17.2,111.2,105.9,100.4,99.4,46.2,16.2,35.4,39.9,50.4,21,27.4,40.6,75.5,1.5,26.9,32.5,24.1,49.4,26.5,22.6,52.7,24.7
2012,60,St. Bonaventure,14,11.78,110.6,98.9,63,3.83,104.9,101.1,0.1,63,18.6,18.2,110.6,106.4,98.9,98.2,50.8,21.5,36.8,42.1,47.1,19,29.5,37.3,77.4,1.73,28.7,54.7,24,52.9,23.2,22,51.3,26.7
2012,5,Syracuse,1,26.04,117.7,91.7,64.4,7.98,107,99,-2.11,64.4,15.7,20.9,117.7,111.8,91.7,92.7,52.1,15.8,36,32.9,44.2,24.2,38.3,31,78.6,1.88,33.9,73.8,18.1,56.4,25.5,19.1,49.6,31.2
2012,39,Temple,5,14.49,113.3,98.9,65.9,6.1,106.5,100.4,6.2,65.9,17.7,17.7,113.3,108,98.9,99.9,53.1,18.1,31,34.2,48.3,19.3,31.1,33.2,77.2,2.01,24.7,71.7,18.8,52.7,28.5,19.4,56.2,24.4
2012,32,Texas,11,15.9,112.9,97,64.9,8.45,107.8,99.4,-1.52,64.9,18.1,17.8,112.9,106.7,97,98.1,48.5,18.5,37.5,42.6,46.9,19.9,33.4,41.5,76.3,0.79,31.4,15.3,24.3,51.7,23.9,23,50.7,26.3
2012,114,UNC Asheville,16,5.5,110.4,104.9,68.2,-4.12,101.8,105.9,7.91,68.2,16.7,17.8,110.4,110.7,104.9,102.2,52.6,19,32.6,48.1,51.3,22,34.6,36.3,75.1,2.45,26.1,71.4,26.1,49,24.9,19.1,52.3,28.6
2012,37,UNLV,6,14.97,109.2,94.2,68.7,3.54,104.5,100.9,-0.24,68.7,14.9,19.6,109.2,105.7,94.2,93.6,52.7,19.1,32,35.3,46.3,21.1,28.9,34,77.8,2.17,26.2,70.9,18.6,48.4,33.1,19.9,51.5,28.6
2012,46,Virginia Commonwealth,12,13.45,106.9,93.5,65,0.53,101.9,101.4,1.9,65,18.2,18.4,106.9,102.7,93.5,90.2,47.6,17.3,32.8,36.3,47.2,27.1,33.5,36.7,77.2,1.42,28,39.6,20.7,46.6,32.7,21.2,54.6,24.2
2012,16,Vanderbilt,5,20.9,115.6,94.7,64.7,8.48,107.7,99.2,3.03,64.7,17,19.5,115.6,108.8,94.7,97.2,54.1,20,32.1,40.1,46.9,18.8,31.3,28.6,78.3,2.64,29.2,82,20.6,44.2,35.2,17.6,56,26.4
2012,118,Vermont,16,5.17,105.3,100.1,61.9,-5.44,99.1,104.6,-1.55,61.9,19.1,18.7,105.3,104.2,100.1,94.5,49.3,19.4,33.9,37.3,45.5,19.6,30,33.3,77.5,1.18,33.3,56.5,21.9,54.4,23.7,19.9,54,26.1
2012,33,Virginia,10,15.85,105.2,89.3,59.3,4.05,105,101,-5.7,59.3,19.2,19.5,105.2,100.9,89.3,87.6,50.7,18.6,26.5,35.4,44.7,21,24.9,31.2,76.9,2.16,26.7,59.2,20.1,56.6,23.2,18.1,56.1,25.8
2012,44,West Virginia,10,13.56,111.4,97.9,64,8.32,107.3,99,2.04,64,19.3,17.5,111.4,104.9,97.9,99.3,48.3,19.1,39.9,38.6,49.8,19.9,29.3,31.2,76.5,1.84,21.4,39.6,21.1,56.6,22.3,17.5,58,24.5
2012,193,Western Kentucky,16,-2.67,97.8,100.5,67.9,0,102.3,102.3,2.63,67.9,16.8,18,97.8,93.5,100.5,98.1,44.3,22.1,33.4,40.1,47.4,21,31.7,38.9,76.2,0.55,34.7,24,23.7,50.5,25.7,22.7,56.7,20.5
2012,11,Wichita State,5,22.36,116.1,93.8,65.7,3.97,105.1,101.2,3.5,65.7,17.8,18.2,116.1,111.8,93.8,91.8,53.8,17.8,32.7,34.6,44.8,18.4,24.9,32.8,77.2,1.79,34.2,57.3,19.4,53.3,27.3,20.1,52.7,27.2
2012,8,Wisconsin,4,24.09,113.7,89.6,57.5,8.8,107.6,98.8,-3.88,57.5,22.3,18.5,113.7,107.6,89.6,89.4,50.1,14.9,30.1,30.7,42.5,18,27,29.8,76.6,1.67,21.4,55.4,18.4,44.4,37.1,19.3,60.5,20.2
2012,53,Xavier,10,12.59,108.7,96.1,66.4,7.24,107.4,100.1,4.56,66.4,16.6,18.9,108.7,103,96.1,98.2,49.7,18.3,31.2,41.3,45.6,18.3,29.6,35.5,76.5,2.29,30,53.5,22.4,56.9,20.8,22.4,49.9,27.7
2013,62,Akron,12,11.52,106.8,95.2,65.2,-0.35,102.4,102.7,0.28,65.2,18.1,18,106.8,105.3,95.2,93.7,51,20.8,37.6,37,44.6,20.2,30.4,35,77.9,1.55,37.7,60.4,18.8,52.6,28.5,21.9,52.8,25.3
2013,150,Albany (NY),15,1.36,102.6,101.3,61.7,-5.19,98.6,103.8,-6.61,61.7,19.1,18.9,102.6,101.9,101.3,96.4,49.6,21.2,31.7,40,48.3,19.9,28.2,27.8,75.7,1.79,30.8,53.4,22.9,48.7,28.4,15.9,54.2,30
2013,14,Arizona,6,21.88,115.4,93.5,65.5,7.99,106.4,98.5,1.45,65.5,16.9,18.8,115.4,109.6,93.5,95,52.5,19.5,35,37.4,46.6,19.8,26.7,32.9,78.1,2.08,28.7,44.1,21.1,47.5,31.4,20.1,51.5,28.4
2013,43,Belmont,11,14.92,111.6,96.6,65.9,-0.74,103.8,104.6,5.39,65.9,16.6,18.5,111.6,112,96.6,95.4,56.5,19.6,29.7,32.8,48,25,34.2,37,76.3,2.15,24.8,61,17.5,49.9,32.5,21.4,48.3,30.3
2013,58,Bucknell,11,12.72,107.3,94.6,61.9,-1.72,102.4,104.1,2.78,61.9,19.2,18.9,107.3,107,94.6,92.7,49.6,15.1,29.3,35.7,42.5,14.1,24.3,29.4,77.2,2.55,26.2,81,21.2,58.1,20.8,19.6,53.7,26.6
2013,42,Butler,6,15.41,110.5,95.1,63.6,7.53,106.8,99.3,4.18,63.6,19.3,17.6,110.5,105.6,95.1,97.8,50.7,20.2,35.9,38.4,46.7,17.4,26.3,36.1,76.9,1.9,29.7,60.5,20.9,50.4,28.8,21.4,53.1,25.5
2013,56,California,12,13.11,107.3,94.2,64.9,8.35,106,97.6,2.12,64.9,17.4,18.6,107.3,100.7,94.2,96.3,48,18.9,32.5,31.2,44.3,16.8,30.7,32.5,77.9,1.77,20.2,62.3,18.8,63,18.1,20.2,53.1,26.7
2013,40,Cincinnati,10,15.57,105.9,90.4,63,7.31,105.6,98.3,-5.68,63,18.5,18.2,105.9,100.7,90.4,91.2,46.2,19.4,38.7,35.5,43.3,20.2,29.8,32.7,77.2,1.48,30.9,51.8,19.9,49.6,30.5,20.1,54.3,25.6
2013,45,Colorado,10,14.62,106.5,91.9,63.7,9.15,107.3,98.1,3.8,63.7,17.9,18.4,106.5,101,91.9,95.3,48.3,19.9,33.6,40.9,45.9,19.4,30.4,25.3,77.4,1.33,27.6,53.9,22.5,53.5,23.9,16,52,32
2013,22,Colorado State,8,19.12,117.9,98.8,63.8,7.17,105.8,98.6,-0.49,63.8,19.5,17.7,117.9,112.2,98.8,99.9,49.2,17.2,41.4,44.1,48.6,16.5,23.2,36.4,77,2.6,24.2,54.7,24.2,54.3,21.6,20.7,48.4,30.9
2013,15,Creighton,7,21.75,118.3,96.5,63.8,5.73,105.5,99.7,1.63,63.8,18.1,18.6,118.3,114.5,96.5,97.2,58.2,18.9,28.8,34.2,45.9,16.1,27.1,26.1,76.8,2.02,25.6,77.7,18.2,47.4,34.4,16.2,55.4,28.4
2013,66,Davidson,14,11.36,112.1,100.7,63.9,-5.09,100.3,105.4,6.42,63.9,18,19.1,112.1,112.3,100.7,95.9,53.1,17,29,38.9,45.3,18.8,28.5,36.4,77.9,2.67,28.3,91.4,22.6,46.6,30.8,22.5,55.9,21.6
2013,6,Duke,2,26.98,119.1,92.1,66.7,9.95,108.4,98.5,6.85,66.7,17.7,17.4,119.1,113.5,92.1,95.5,53.9,15.6,28.8,39.2,45.5,20.4,32.3,32.7,77.1,2.01,23.9,59,21.2,49.7,29.2,20.7,58.9,20.4
2013,2,Florida,3,31.18,117.2,86,61.9,7,105.6,98.6,4.09,61.9,18.1,19.8,117.2,113.7,86,86.3,55.3,17.8,34.2,31.1,43.3,22.4,28.4,29.9,77.1,2.47,25.3,66.8,16,50,34.1,18.3,52.9,28.8
2013,105,Florida Gulf Coast,15,6.27,104.9,98.6,67.9,-2.79,101.3,104.1,4.57,67.9,16.1,18.5,104.9,103.2,98.6,95.9,51.6,21,32.5,35.2,46.9,22.1,32.8,32.7,77.1,1.8,29.1,73.9,18.6,54.2,27.2,19.4,50.1,30.4
2013,16,Georgetown,2,21.24,107.6,86.4,61.2,7.42,106.3,98.9,-6.15,61.2,19,19.1,107.6,101.9,86.4,88.9,51.1,20.1,30.4,36.8,43,22.4,31,35.3,78,1.23,24.2,51.5,19.7,52.9,27.4,21.5,49.9,28.6
2013,5,Gonzaga,1,27.81,120.5,92.7,63.3,4.37,105.4,101,5.03,63.3,17.7,19.1,120.5,117.3,92.7,92.5,54.9,17.2,37.8,40.8,44.9,20.8,29.8,29.9,77.5,1.78,33.9,71.4,20.9,54.2,24.9,18.4,46.8,34.7
2013,93,Harvard,14,7.07,108.1,101.1,63.3,0.6,102.8,102.2,5.07,63.3,19,18.6,108.1,105.8,101.1,99.9,54.3,20.8,25.6,49.6,49.2,20.9,31.4,31.2,76.6,1.5,17.1,37.7,24.9,47.1,28,18.7,57.9,23.4
2013,39,Illinois,7,15.82,110.6,94.8,64.6,10.84,108.1,97.3,-0.8,64.6,17.7,18.9,110.6,103.6,94.8,99.1,47.6,17.4,33.2,31,48.6,21.7,33.6,36.3,77.6,2.41,27,70.2,19.1,47,33.9,20.9,49.7,29.5
2013,3,Indiana,1,29.31,120.8,91.5,66,8.86,106.7,97.8,-5.16,66,15.7,19.7,120.8,116.1,91.5,92.3,54.8,19.2,39,45.9,44,20.9,31.3,27,77.5,2.21,25.5,71.4,23.7,49,27.2,17.8,54.3,27.9
2013,89,Iona,15,7.45,114.4,106.9,69.7,0.94,102.4,101.4,4.09,69.7,15.8,18.2,114.4,111.3,106.9,105.3,52.1,17.1,32.8,32.7,51.6,19.3,33.4,32.1,75.4,1.4,28.4,36.6,19.7,49.2,31.1,17.2,51.3,31.4
2013,30,Iowa State,10,17.63,117.5,99.8,68.3,6.74,105.5,98.7,-3.12,68.3,15.8,18.2,117.5,112,99.8,100,53.8,18.5,34.2,33,48,18.6,28.5,32.7,76.7,2.01,25.8,50,18.3,44.3,37.4,19.8,54.3,25.9
2013,182,James Madison,16,-0.92,100.2,101.1,62.9,-3.42,101.9,105.3,-4.5,62.9,18.3,19,100.2,100.8,101.1,99.7,47.6,17.2,29.6,36.8,48.7,21.1,31.2,39.2,77.4,1.66,30.1,36.5,21.3,51.7,27,21.9,49.6,28.5
2013,8,Kansas,1,25.23,112.7,87.5,66.4,7.05,106.8,99.8,2.64,66.4,16.7,18.5,112.7,108.9,87.5,89.6,53.3,20.3,33.8,39.5,41.5,18.4,29.3,32,78.2,1.69,22.1,51.4,21.4,55.3,23.3,20.9,48.2,30.9
2013,27,Kansas State,4,18.16,113.5,95.3,61.4,6.82,106.1,99.3,-3.29,61.4,19,18.7,113.5,107.8,95.3,97,49.1,18.2,38.5,31.7,47.5,22.2,33.8,36.8,76.2,1.95,33.5,77.3,18.1,52.3,29.5,21,54.9,24.1
2013,50,La Salle,13,13.89,111.8,98,64.6,5.67,105.8,100.1,-0.5,64.6,18,18,111.8,107.8,98,99.5,51.9,17.1,29,31.3,49.3,21.3,34.2,28.5,75.8,2.21,23.1,72.3,18.2,49.7,32.1,16.4,64.7,18.9
2013,1,Louisville,1,32.92,117.7,84.8,65.8,10.23,107.4,97.2,2.15,65.8,16.4,19.4,117.7,110.5,84.8,87,50.5,18.3,38.2,40,44.8,27,33.3,34.9,76.7,1.7,31.3,55.3,21.9,54.9,23.2,20.4,51.4,28.2
2013,26,Marquette,3,18.32,113.2,94.9,63.3,9.28,105.9,96.6,-1.14,63.3,18.6,19.2,113.2,105.5,94.9,97.4,49.6,20.9,38.3,40.9,46.2,19.5,33.1,31.7,77.1,2,33.7,57.5,23.1,58.4,18.5,19,50.5,30.5
2013,37,Memphis,6,16.33,107.3,91,68.3,1.9,104.8,102.9,0.43,68.3,16,18.3,107.3,106.2,91,92.6,52.4,20.8,35.7,37.2,45.5,22.1,31.2,34.9,76.9,1.65,28.5,55.2,19,56.4,24.6,20.6,53.1,26.2
2013,13,Miami (FL),2,22.37,113.6,91.3,61.9,8.41,107.7,99.3,4.96,61.9,19.8,17.6,113.6,108.5,91.3,94.4,51.9,16.7,31.3,34.6,45.7,18.4,28.4,28.3,78,2.19,23.8,70.9,18.5,51.1,30.4,16.7,52.2,31.1
2013,4,Michigan,4,27.86,121.9,94,64,11.13,108.2,97,-3.09,64,18.9,18.4,121.9,115.3,94,97.7,54.6,14.6,32.5,28.4,48,18.7,29.4,22.7,77.3,1.33,20.3,44.1,15.5,54.4,30.1,13.9,56.6,29.4
2013,10,Michigan State,3,24.17,112.6,88.5,63.1,11.91,108.8,96.9,-0.75,63.1,17.9,19.5,112.6,105,88.5,92.6,50.6,20.8,36.1,36.6,44.5,19.2,27.6,32.4,77.5,1.29,28.5,56,20.4,57.7,21.9,19.6,52.5,27.9
2013,20,Minnesota,11,19.85,114.8,95,62.3,11.22,108.5,97.3,2.07,62.3,18.7,18.9,114.8,107.8,95,97.9,49.3,21.5,43.8,41.6,45.6,20.2,33.4,36.7,77.3,1.78,30.2,75,22.4,54,23.6,21.8,47.9,30.2
2013,34,Mississippi,12,16.95,112.3,95.3,69.2,3.19,103.4,100.2,-7.55,69.2,16.2,17.9,112.3,108,95.3,94.1,49.1,15.9,34.1,38.8,46.4,21.5,31.8,31.1,77,2.14,29.8,60.2,21.1,53.2,25.7,18.2,51.8,30
2013,25,Missouri,9,18.53,114.9,96.4,66.3,5.62,105.1,99.5,-2.02,66.3,16.6,18.5,114.9,110.8,96.4,96.9,51.2,19,38.7,35.1,46.1,17.5,28.6,29.7,77.5,1.98,33.5,16.5,20.3,54.8,24.9,18.1,51,31
2013,145,Montana,13,2.14,104.9,102.8,62.7,-5.21,101.8,107,8.71,62.7,18.9,18.5,104.9,106.7,102.8,101.5,52.9,19.1,25.1,40.6,48.6,18.3,30.5,35.9,76.9,1.54,36.2,46.5,22.7,48.4,28.9,20.7,54.7,24.6
2013,23,New Mexico,3,19.02,109.9,90.9,63.7,7.98,106.4,98.4,4.42,63.7,17.7,19.2,109.9,103.3,90.9,93.1,48.4,17.6,29.3,45.7,45.9,19.5,27.6,25.7,77.8,1.75,27,62,25.4,46.5,28.2,15.9,46.9,37.2
2013,88,New Mexico State,13,7.68,104.7,97.1,63.8,0.36,102.7,102.3,3.94,63.8,19.6,17.1,104.7,102.4,97.1,95.9,49.3,21.9,36.9,47,45.4,18.6,29.8,30.7,78.4,1.27,30.5,40.3,23.9,58.6,17.6,19.4,54,26.7
2013,32,North Carolina,8,17.14,112.2,95.1,69.6,8.57,106.6,98,-0.95,69.6,15.8,17.6,112.2,105.5,95.1,96.9,49.3,17.2,34.6,28.2,48,21.5,31.6,27.1,77.6,1.2,28.8,34,16.2,54.4,29.3,16.6,54.3,29.1
2013,227,North Carolina A&T,16,-5.3,93.2,98.5,65.5,-6.98,97.2,104.2,-1.55,65.5,17.8,18,93.2,92,98.5,92.5,45.7,22.7,29.8,42.6,45.2,23.4,33.1,41,76.9,1.67,25.6,56,23.4,48,28.6,23,45.8,31.2
2013,33,North Carolina State,8,16.99,116.8,99.8,66.8,6.54,106.1,99.5,-0.36,66.8,16.5,18.5,116.8,112.2,99.8,102.1,54.2,18,34.7,40.9,46.8,16.6,32.6,29,78,2.33,19.3,61.9,20.5,59.2,20.4,18.3,56.1,25.5
2013,138,Northwestern State,14,2.82,106.6,103.8,71.9,-3.56,99.6,103.2,8.11,71.9,14.8,17.8,106.6,104.8,103.8,99.5,49,19.2,34.8,40.3,47.8,21.7,37.2,40.5,75.8,1.37,42.8,54.1,22.1,55.9,22,21,57.3,21.7
2013,36,Notre Dame,7,16.65,114.6,97.9,60.3,6.53,105.1,98.6,-6.61,60.3,20.2,18.3,114.6,109.7,97.9,99.7,52.2,17.6,34,32,46.8,16,29.5,24.6,78.3,1.95,24.7,74.5,17.9,54.2,27.9,15.3,58.9,25.8
2013,7,Ohio State,2,25.42,115.1,89.7,63.6,10.18,107.3,97.1,-5.53,63.6,17.7,19.4,115.1,108.9,89.7,92.4,50.6,16.2,31.9,35.4,45.4,20.7,28.2,29.5,77.6,1.61,26,62.8,19.9,53.9,26.2,18.9,49.7,31.4
2013,51,Oklahoma,10,13.8,111.1,97.3,65.2,7.8,106.4,98.6,2.47,65.2,16.7,19.1,111.1,104.9,97.3,98.7,47.9,17.4,33,35.5,47.6,19.6,31.5,31.5,77.2,2.13,37.2,59.6,21.9,57,21.1,18.7,52.3,29
2013,24,Oklahoma State,5,18.69,109,90.3,66.1,6.38,106.8,100.4,-2.26,66.1,16.9,18.5,109,105,90.3,91.8,48.8,18.2,31.3,40.5,44.5,21.7,30.8,35.1,77,1.15,23.4,49.2,23.6,53.2,23.2,21.3,49.3,29.4
2013,35,Oregon,12,16.78,106.6,89.8,67.9,5.92,105.1,99.2,-8.08,67.9,17.2,17.3,106.6,102.2,89.8,90.4,49.3,21.4,35.8,38.3,46.4,22,27.1,33.3,77.1,1.97,32.4,42.1,21.5,56.8,21.7,19.5,54.6,25.9
2013,128,Pacific,15,3.96,106.1,102.2,62.2,0.86,104.2,103.3,9.06,62.2,19.3,18.4,106.1,104.9,102.2,103.3,50.5,17.8,29.2,37.7,50,20,30.7,39.3,75.9,1.09,38.3,71.6,20.6,49.8,29.6,21.9,46.2,31.8
2013,11,Pitt,8,24.08,115.6,91.5,59.3,4.52,104.9,100.4,-9.69,59.3,19.8,19.4,115.6,113.7,91.5,91.7,51.7,18.1,40.4,37.5,44.6,22,30,36.4,77.7,1.66,36.3,58.9,19.5,59.1,21.4,22.8,49.3,27.9
2013,19,Saint Louis,4,20.01,108.6,88.6,63.8,3.91,104.5,100.6,-3.98,63.8,18.9,18,108.6,105.3,88.6,89.4,50.4,17.6,27.9,44,45.5,23.6,29.1,35,76.5,2.45,32.9,70.2,23.5,50.1,26.4,20.1,56.8,23.1
2013,21,Saint Mary's,11,19.33,116.1,96.8,62.9,3.18,104.9,101.7,-0.49,62.9,18.6,18.6,116.1,114.6,96.8,97.6,53.7,18.3,36.9,37,47.1,17.9,25,36.9,77.3,2.25,33.1,62.1,20.1,48.7,31.3,22,51.8,26.1
2013,31,San Diego State,7,17.43,107.7,90.3,65.5,7.65,106.6,98.9,1.92,65.5,17.2,18.8,107.7,102.8,90.3,92.5,48.5,18.1,31.8,35.3,44.7,18.2,27.9,28.9,77.7,2.04,30.8,62.1,20.1,53.7,26.2,18,53.7,28.3
2013,96,South Dakota State,13,6.79,112,105.2,62.6,-3.31,102,105.3,4.11,62.6,17.3,20.3,112,111.8,105.2,103,53.4,16.4,29,33,51.1,17.1,26,24.4,77.7,2.47,15.7,79.4,19.3,48.6,32.1,14.1,54.2,31.7
2013,162,Southern,16,0.5,99.3,98.8,63.4,-11.47,95.2,106.7,4.12,63.4,17.9,18.5,99.3,101.5,98.8,89.5,49.1,16.8,25.8,40.3,41.9,20.2,31.1,34.9,76.5,1.5,30.9,40.8,22,47.6,30.5,21.9,52.7,25.4
2013,9,Syracuse,4,24.83,113.1,88.3,63.1,9.46,106.8,97.4,-4.44,63.1,16.7,19.8,113.1,107,88.3,90.3,49,18.9,38.7,36.8,42.6,23.5,34.4,35.4,79.1,1.63,24.8,48.3,20.2,55,24.8,21.9,46.7,31.4
2013,59,Temple,9,12.67,111.3,98.6,65.6,5.48,105.7,100.2,0.82,65.6,17.5,18,111.3,106.6,98.6,100.3,49,15.9,30.8,35.6,49,20.1,31.4,34.1,77.5,2.16,27.1,50.2,20.8,49.5,29.7,20.1,54.4,25.5
2013,46,UCLA,6,14.53,111.1,96.6,68.1,8.06,105.9,97.9,0.43,68.1,15.8,18.6,111.1,105.4,96.6,98.4,49.1,15.8,30.7,33.1,47.5,19.9,34,24.6,78.5,1.21,25.9,33.7,19.6,60.7,19.7,14.7,58.3,26.9
2013,38,UNLV,5,16.07,106,90,67.9,6.23,106.1,99.9,-0.28,67.9,16.1,18.5,106,102.2,90,92,49,20.2,33.3,36.7,44.1,18.5,27.1,29.6,77.8,1.52,29.5,45,20.9,51.7,27.4,18.8,53.6,27.6
2013,65,Valparaiso,14,11.42,110.7,99.3,64.3,-1.5,101.5,103,-3.18,64.3,18.2,18.8,110.7,108.8,99.3,95.9,55.7,21.8,31.2,41.7,46.2,19.5,28.2,36.8,76.2,2.3,32.3,74.9,21.6,47,31.4,22.4,55.2,22.3
2013,53,Villanova,9,13.57,106.3,92.7,66.4,9.41,106.5,97.1,0.3,66.4,17.6,18,106.3,98.7,92.7,95.6,47.3,22.9,33.1,50.6,47.3,22,29.5,41,78.2,1.4,27.1,53.2,27.8,45.4,26.8,22.6,44.5,32.8
2013,18,Virginia Commonwealth,5,20.28,114,93.7,66.4,5.09,105.8,100.7,-0.22,66.4,17,17.8,114,111.2,93.7,94,51.3,16.9,36.6,29.8,49.9,28.5,34.7,40.3,76.7,1.55,33.8,74.9,16.9,52.6,30.4,21.7,52.8,25.6
